N1_60,FCI,sigma_v_eff_kpa,CSR7.5,T,Source,CRR_target
12.0,80.0,137.7,0.18244862745098042,0,Hanna2007,1.3509142389572095
12.0,85.0,152.2,0.17707980749014454,0,Hanna2007,1.530798310926811
40.0,47.0,162.4,0.17330725862068963,0,Hanna2007,1.849341528038165
6.0,44.0,18.7,0.114894,0,Hanna2007,
6.0,90.0,42.7,0.11996089461358314,0,Hanna2007,0.37278754768746614
6.0,97.0,55.9,0.14218430232558138,0,Hanna2007,1.3557145404320037
4.0,33.0,71.0,0.15541703239436622,1,Hanna2007,
9.0,90.0,83.7,0.16184524731182795,0,Hanna2007,0.25994858183391545
11.0,99.0,100.1,0.16425490909090912,0,Hanna2007,1.0888181195264388
11.0,91.0,111.5,0.16620191031390133,0,Hanna2007,1.0925603544802758
7.0,76.0,126.3,0.16582179334916863,1,Hanna2007,0.06992647044760135
8.0,98.0,140.4,0.164009,0,Hanna2007,1.4710558289834312
5.0,98.0,152.8,0.16286981937172773,0,Hanna2007,1.5445259880764381
13.0,74.0,165.8,0.16036437756332927,0,Hanna2007,1.6209245289359269
12.0,91.0,182.5,0.15629648547945205,0,Hanna2007,1.844802427498402
25.0,22.0,194.4,0.15349533333333332,0,Hanna2007,0.6666151908203364
7.0,93.0,27.9,0.12203225806451615,0,Hanna2007,1.395026618340156
6.0,90.0,61.2,0.17576592647058822,1,Hanna2007,0.11123511107092875
14.0,28.0,98.6,0.18211702636916832,0,Hanna2007,0.29008750759474417
14.0,98.0,114.0,0.17932087105263156,0,Hanna2007,1.1687973087266579
18.0,15.0,126.1,0.17717585567010308,0,Hanna2007,0.37199108840790074
17.0,18.0,142.9,0.17243343736878936,0,Hanna2007,0.35071550314238875
17.0,13.0,157.9,0.16793893983533878,0,Hanna2007,0.3548568888543419
10.0,75.0,174.7,0.1629311728677733,0,Hanna2007,1.67592934070635
9.0,96.0,189.5,0.15843145963060684,0,Hanna2007,1.9038377720899324
6.0,85.0,13.6,0.14361749999999998,0,Hanna2007,0.3718359417341255
13.0,99.0,28.2,0.1953381382978723,0,Hanna2007,0.43947294792993036
11.0,99.0,42.9,0.2065221818181818,0,Hanna2007,0.4212145155210451
4.0,55.0,57.0,0.208221,1,Hanna2007,
7.0,56.0,66.0,0.20657369318181817,1,Hanna2007,
16.0,50.0,81.3,0.2024523099630996,0,Hanna2007,0.3404345999576958
11.0,98.0,113.9,0.19045884547848987,0,Hanna2007,1.1753272325584505
7.0,99.0,119.9,0.1886853828190158,0,Hanna2007,1.276073345495926
10.0,88.0,132.6,0.18500382352941175,0,Hanna2007,1.3424498898313169
10.0,89.0,146.6,0.17955461664392905,0,Hanna2007,1.4903812743280351
16.0,12.0,162.4,0.1735815314039409,0,Hanna2007,0.3568738133530112
4.0,7.0,15.9,0.14957898113207546,1,Hanna2007,0.07010110585322973
6.0,99.0,31.6,0.18480001898734172,0,Hanna2007,1.4582366466687144
15.0,51.0,43.4,0.1962712741935484,0,Hanna2007,0.22661132856207988
13.0,99.0,68.7,0.19876034934497816,0,Hanna2007,0.38045609298783406
8.0,84.0,84.6,0.19674974468085107,0,Hanna2007,0.04127367984549149
7.0,68.0,114.6,0.18770863350785338,1,Hanna2007,
10.0,59.0,126.4,0.18477280537974683,1,Hanna2007,0.0408836833014945
12.0,11.0,141.2,0.18018248583569405,1,Hanna2007,0.1736562078329076
8.0,91.0,158.5,0.17408529652996843,0,Hanna2007,1.5956124001946228
13.0,98.0,172.0,0.16932811395348837,0,Hanna2007,1.7950697125443686
8.0,100.0,184.5,0.16520831219512191,0,Hanna2007,1.8556604040414952
6.0,8.0,17.0,0.114894,0,Hanna2007,0.07231158520330729
8.0,95.0,34.6,0.14707238150289015,0,Hanna2007,0.4869237616685049
8.0,65.0,53.7,0.17352276536312847,0,Hanna2007,0.012361345267533005
14.0,14.0,63.7,0.178381193877551,0,Hanna2007,0.26398117399377846
15.0,23.0,77.0,0.17741880000000002,0,Hanna2007,0.3161323089738134
6.0,98.0,96.4,0.17637385892116178,0,Hanna2007,1.2913327771429173
8.0,97.0,105.9,0.1771429716713881,0,Hanna2007,1.197769876458277
10.0,29.0,119.7,0.1760106165413534,1,Hanna2007,0.11521853322466045
18.0,6.0,140.6,0.17177780227596018,0,Hanna2007,0.3588360256613392
20.0,14.0,149.3,0.16937054789015404,0,Hanna2007,0.36262981291446755
18.0,6.0,176.2,0.16170462429057886,0,Hanna2007,0.3853358047179984
15.0,90.0,201.6,0.15421157142857142,0,Hanna2007,2.0767478107329334
13.0,43.0,20.5,0.114894,0,Hanna2007,0.20520502995431164
7.0,73.0,45.2,0.12423691592920354,0,Hanna2007,0.08097481284631189
9.0,54.0,58.3,0.1446049759862779,0,Hanna2007,0.0418578952101775
10.0,94.0,75.0,0.155673804,0,Hanna2007,0.33399464909548066
9.0,98.0,86.5,0.1622769710982659,0,Hanna2007,1.1995186114548875
3.0,99.0,100.3,0.16615493120638083,0,Hanna2007,1.3464815077217003
8.0,98.0,112.7,0.16724604968944096,0,Hanna2007,1.2132983275269105
7.0,64.0,125.9,0.16757234392374898,1,Hanna2007,
11.0,17.0,140.6,0.16517720483641535,1,Hanna2007,0.13441006898028396
14.0,17.0,156.6,0.16228901149425287,0,Hanna2007,0.310854108190506
30.0,20.0,172.0,0.15880627674418604,0,Hanna2007,1.6511542382763107
16.0,14.0,193.3,0.15319851681324367,0,Hanna2007,0.39237299961017263
13.0,10.0,209.2,0.14932600382409178,0,Hanna2007,0.38290500264656824
12.0,96.0,25.9,0.19734060231660233,0,Hanna2007,0.41741232071406903
7.0,96.0,37.0,0.20829509999999998,0,Hanna2007,1.3731053205626822
6.0,98.0,62.7,0.20889444976076554,0,Hanna2007,1.3501859306031845
13.0,99.0,78.2,0.20337173401534522,0,Hanna2007,0.4679121227984813
14.0,97.0,89.9,0.2007333470522803,0,Hanna2007,0.847175305549661
15.0,13.0,103.2,0.19696734593023252,1,Hanna2007,0.2873286429771227
12.0,91.0,133.8,0.184501130044843,0,Hanna2007,1.3704125935204607
14.0,91.0,164.4,0.1727218193430657,0,Hanna2007,1.6933308704587842
13.0,60.0,178.2,0.16768319191919193,0,Hanna2007,0.5358473154499603
4.0,99.0,59.3,0.1495613170320405,1,Hanna2007,1.3950288526901553
6.0,54.0,73.0,0.16125581095890412,1,Hanna2007,
14.0,9.0,86.4,0.16608854166666667,1,Hanna2007,0.27609969518848776
7.0,96.0,104.3,0.16650120805369129,0,Hanna2007,1.2282612425826265
15.0,34.0,116.6,0.16751640566037737,0,Hanna2007,0.30188423097538036
25.0,7.0,147.6,0.16363734146341463,0,Hanna2007,0.39227495958124137
26.0,20.0,166.5,0.1596918594594595,0,Hanna2007,0.540005249321842
17.0,10.0,184.1,0.1555850874524715,0,Hanna2007,0.39565425811849386
21.0,6.0,203.3,0.1511469075258239,0,Hanna2007,0.4030486443905086
10.0,29.0,220.2,0.14712500272479562,0,Hanna2007,0.37862089415220557
7.0,59.0,25.7,0.16024356420233463,1,Hanna2007,0.06950933390585486
10.0,17.0,40.0,0.1834252875,1,Hanna2007,0.10522283063765422
9.0,61.0,53.4,0.18908251685393254,1,Hanna2007,0.04483921856519891
10.0,15.0,68.1,0.19130960352422907,1,Hanna2007,0.20893156003719238
16.0,15.0,83.9,0.1877292193087008,1,Hanna2007,0.32296102495270507
13.0,98.0,101.6,0.18359061909448818,0,Hanna2007,1.0065341346337475
20.0,20.0,113.1,0.1826383448275862,0,Hanna2007,0.3853677771505707
25.0,7.0,129.3,0.17847051508120648,0,Hanna2007,0.4117328127191472
19.0,18.0,146.6,0.1727894467939973,0,Hanna2007,0.36465700630412595
24.0,18.0,163.8,0.16785999999999995,0,Hanna2007,0.4231666464316577
21.0,10.0,181.4,0.16242928114663724,0,Hanna2007,0.40221679878915895
16.0,98.0,201.0,0.15656043582089552,0,Hanna2007,2.1130376604771977
7.0,85.0,17.7,0.114894,0,Hanna2007,0.3417763732758492
6.0,30.0,38.6,0.12631453367875647,1,Hanna2007,0.004500093357252607
5.0,90.0,51.8,0.1489938532818533,1,Hanna2007,1.3386036528376337
6.0,99.0,74.1,0.16759515789473686,1,Hanna2007,1.3375866594422354
7.0,94.0,92.6,0.17141687688984883,1,Hanna2007,1.2376920454159435
18.0,23.0,103.9,0.1724643623676612,0,Hanna2007,0.36488777814845286
13.0,31.0,120.6,0.17070494029850747,0,Hanna2007,0.23348433320586892
11.0,94.0,134.1,0.16863530201342283,0,Hanna2007,1.3894253610318559
18.0,67.0,149.7,0.16557367935871745,0,Hanna2007,1.4184615342093396
11.0,30.0,164.3,0.16209798113207544,0,Hanna2007,0.2586407219219753
18.0,20.0,179.9,0.1582216559199555,0,Hanna2007,0.3982832230978274
43.0,29.0,195.3,0.1540249585253456,0,Hanna2007,2.1729398746474957
25.0,81.0,16.4,0.114894,0,Hanna2007,0.48232207538919064
5.0,99.0,35.1,0.12805266666666665,0,Hanna2007,1.4537019351305576
6.0,19.0,45.7,0.15448813129102845,1,Hanna2007,0.0839267938760249
7.0,99.0,61.8,0.16610838349514562,0,Hanna2007,1.3312015395066417
7.0,99.0,73.1,0.17303579753761972,0,Hanna2007,1.3112309654386118
7.0,99.0,86.4,0.17643004166666665,0,Hanna2007,1.2877042743424216
6.0,99.0,97.8,0.17762837116564417,0,Hanna2007,1.295717690774852
8.0,66.0,110.0,0.17778820090909087,1,Hanna2007,
21.0,10.0,122.8,0.17551848371335504,0,Hanna2007,0.39111708134115647
19.0,8.0,139.8,0.17085280686695276,0,Hanna2007,0.3648111375222431
16.0,7.0,155.3,0.16630212749517065,0,Hanna2007,0.3476469849494341
8.0,82.0,166.8,0.1629063669064748,0,Hanna2007,1.615205780751282
10.0,97.0,185.9,0.15760095104895103,0,Hanna2007,1.8801285251368693
13.0,80.0,33.2,0.3627790180722891,1,Hanna2007,0.2523775712292047
8.0,80.0,47.1,0.38622304458598733,1,Hanna2007,0.1456503219504998
13.0,90.0,58.5,0.39500662222222227,1,Hanna2007,0.25842467557548476
15.0,90.0,77.1,0.3943542412451363,1,Hanna2007,0.3218543986618692
15.0,82.0,98.7,0.38678298074974676,1,Hanna2007,0.4013655656352641
16.0,90.0,119.3,0.37810668901927924,1,Hanna2007,1.1995708935748537
18.0,95.0,129.3,0.3734764168600155,0,Hanna2007,1.3430145348875229
17.0,88.0,146.1,0.3643924558521561,1,Hanna2007,1.4891097039352967
21.0,78.0,160.1,0.3567136664584635,0,Hanna2007,1.6042916749678964
30.0,43.0,34.8,0.2767067183908047,0,Hanna2007,1.127555023791869
15.0,10.0,59.6,0.33180554362416104,1,Hanna2007,0.25864772213991777
20.0,32.0,96.4,0.34952242323651456,1,Hanna2007,0.4299704977881083
13.0,57.0,128.6,0.34478799144634525,1,Hanna2007,0.18899261079796292
18.0,38.0,143.9,0.3447078102849201,1,Hanna2007,0.34424715238953346
21.0,19.0,166.3,0.3387990426939266,1,Hanna2007,0.3833194950955421
33.0,58.0,177.2,0.3351500067720091,0,Hanna2007,1.8155441389914688
62.0,11.0,195.3,0.32824668509984645,0,Hanna2007,3.011069464845233
49.0,26.0,210.5,0.3220835410926366,0,Hanna2007,2.4513912283748684
41.0,22.0,24.8,0.24255400000000002,0,Hanna2007,1.380657153142074
10.0,42.0,67.6,0.23143900000000003,0,Hanna2007,0.11918333611539121
9.0,25.0,89.0,0.24527488539325845,1,Hanna2007,0.13650912455077815
23.0,19.0,103.5,0.2663046608695652,1,Hanna2007,0.41403922258681025
14.0,43.0,123.8,0.27899188691437804,1,Hanna2007,0.2341166935578675
18.0,55.0,138.6,0.2861906666666667,0,Hanna2007,0.6931332443730286
13.0,85.0,155.2,0.29064467719072173,0,Hanna2007,1.5643181686669436
17.0,80.0,169.9,0.29195254620364924,0,Hanna2007,1.7088618721462758
18.0,97.0,186.1,0.2913984159054272,0,Hanna2007,1.9639834238490552
31.0,80.0,217.0,0.28576021889400927,0,Hanna2007,2.1906960785024334
38.0,29.0,232.0,0.2814582034482759,0,Hanna2007,2.409308221846245
27.0,13.0,21.5,0.24255400000000002,0,Hanna2007,0.974619763963349
15.0,30.0,51.5,0.33513487572815537,1,Hanna2007,0.26475493924456134
14.0,30.0,73.0,0.35556597397260276,1,Hanna2007,0.29233916050300995
22.0,6.0,88.3,0.35980431257078144,1,Hanna2007,0.35531872097338335
5.0,73.0,122.7,0.35464932355338225,0,Hanna2007,
4.0,97.0,129.0,0.353320288372093,0,Hanna2007,1.3457385242205933
16.0,98.0,139.3,0.35067066977745875,0,Hanna2007,1.4648926947462788
14.0,96.0,152.7,0.34689152324819916,0,Hanna2007,1.5938423956577425
18.0,98.0,168.9,0.3405286193013618,0,Hanna2007,1.7833051994462865
18.0,99.0,182.2,0.33496128210757414,0,Hanna2007,1.929956738298748
28.0,36.0,198.3,0.32704219969742815,0,Hanna2007,1.8770839209275805
63.0,16.0,209.2,0.3212064980879541,0,Hanna2007,3.177180877642035
6.0,94.0,95.5,0.34029099476439795,0,Hanna2007,1.2639625320926062
63.0,67.0,111.7,0.34433878603401974,0,Hanna2007,2.554761880406268
14.0,75.0,146.4,0.33964187158469955,0,Hanna2007,1.417751704347622
36.0,35.0,176.2,0.33012853688989785,0,Hanna2007,1.8419671058712075
30.0,91.0,191.8,0.3237524812304484,0,Hanna2007,2.0238737681294405
33.0,49.0,210.1,0.31539584007615423,0,Hanna2007,2.0995452023975134
4.0,98.0,23.2,0.5424621788793104,1,Hanna2007,1.5232114454827628
14.0,51.0,36.7,0.6427932534059946,0,Hanna2007,0.19220199077565264
8.0,32.0,46.7,0.6702027933618845,1,Hanna2007,0.0755808678644441
21.0,46.0,56.3,0.6853841758436946,1,Hanna2007,0.4243290014686399
16.0,15.0,64.5,0.6987492844961242,1,Hanna2007,0.2968777695676401
18.0,29.0,90.0,0.6878345066666668,1,Hanna2007,0.40153238587646223
23.0,33.0,118.0,0.6654085694915255,0,Hanna2007,0.692519339113942
36.0,32.0,129.7,0.6534494502698536,0,Hanna2007,1.521099094063671
28.0,35.0,141.4,0.6414828762376238,1,Hanna2007,1.420510972580556
58.0,32.0,153.4,0.6289497245762713,0,Hanna2007,2.5186364353736135
10.0,58.0,25.4,0.6269999803149608,0,Hanna2007,0.11914426266402584
11.0,55.0,81.3,0.6909247675276754,1,Hanna2007,0.10482866384219561
21.0,52.0,113.8,0.6693439828646749,1,Hanna2007,0.46578055882103486
24.0,9.0,135.9,0.6500810084621045,1,Hanna2007,0.3957419150960406
24.0,15.0,147.6,0.6382004654471546,1,Hanna2007,0.3970065977236238
19.0,34.0,159.4,0.6265621010037641,1,Hanna2007,0.36583880756630316
13.0,54.0,67.2,0.7235761212797619,0,Hanna2007,0.20351629032119806
15.0,51.0,95.4,0.700554247379455,1,Hanna2007,0.31129917898346104
20.0,16.0,145.6,0.6481663750000002,1,Hanna2007,0.368740365154326
20.0,21.0,157.5,0.6352086866666667,1,Hanna2007,0.36877329511642354
15.0,19.0,169.0,0.6230752615384616,1,Hanna2007,0.3590296092253197
30.0,10.0,180.5,0.6109461814404433,0,Hanna2007,1.7420347798590603
28.0,13.0,192.4,0.5984154797297297,0,Hanna2007,1.8288971976583013
18.0,5.0,204.4,0.5855088698630138,1,Hanna2007,0.3824364429022373
32.0,10.0,216.6,0.57276734810711,0,Hanna2007,2.142011826250974
18.0,19.0,54.0,0.5764681240740741,1,Hanna2007,0.3020526910847278
19.0,15.0,104.1,0.620412630643612,1,Hanna2007,0.35308882211801096
8.0,13.0,12.1,0.43027400000000005,0,Hanna2007,0.06516157951751371
8.0,10.0,28.9,0.42374150000000005,0,Hanna2007,0.04134494949183731
1.0,13.0,43.1,0.41720900000000005,0,Hanna2007,0.05664488167378517
4.0,31.0,56.9,0.42511152636203875,1,Hanna2007,
21.0,10.0,71.9,0.48920884005563287,1,Hanna2007,0.37307358127313806
14.0,36.0,83.7,0.5153385448028676,1,Hanna2007,0.2988077538010937
18.0,26.0,96.0,0.5317128375000001,1,Hanna2007,0.3836837615626968
22.0,33.0,107.9,0.5415739156626507,1,Hanna2007,0.4724064172389994
41.0,27.0,120.0,0.5471469575,0,Hanna2007,1.5836600455632943
22.0,26.0,132.5,0.5492660758490567,1,Hanna2007,0.4304504419192032
24.0,8.0,145.3,0.5481173626978666,1,Hanna2007,0.38299275934497196
21.0,9.0,157.8,0.5461065126742711,1,Hanna2007,0.36028563577303413
25.0,67.0,169.2,0.5435168693853429,0,Hanna2007,1.69409503297396
22.0,52.0,180.6,0.540107292912514,0,Hanna2007,0.9818164818394651
15.0,53.0,192.0,0.5354780979166668,1,Hanna2007,0.4202981832534442
14.0,23.0,13.1,0.43027400000000005,0,Hanna2007,0.12867072493873707
16.0,19.0,46.5,0.6509001731182796,1,Hanna2007,0.2246566357775758
23.0,14.0,80.1,0.667421963795256,1,Hanna2007,0.4315519809618301
11.0,10.0,91.5,0.6636053808743171,1,Hanna2007,0.22798457291679664
15.0,23.0,112.8,0.6550325385638299,1,Hanna2007,0.3131774627496182
17.0,18.0,123.9,0.6474236497175142,1,Hanna2007,0.35736049304802686
25.0,18.0,178.1,0.6026307664233578,1,Hanna2007,0.4942548099027248
12.0,17.0,202.4,0.5786678278162055,1,Hanna2007,0.3671438357637267
26.0,26.0,213.5,0.5681127077283372,0,Hanna2007,2.026864127641753
28.0,17.0,224.7,0.557131254339119,0,Hanna2007,2.1820971695922182
11.0,49.0,19.3,0.42766100000000007,0,Hanna2007,0.16221064520357575
18.0,20.0,58.7,0.45195403577512777,1,Hanna2007,0.32946281748781614
16.0,50.0,83.2,0.5194756015625001,1,Hanna2007,0.3416414953262744
16.0,40.0,99.2,0.5419727258064517,1,Hanna2007,0.35094090313359055
15.0,72.0,116.9,0.5555415329341318,0,Hanna2007,0.9673127994497925
13.0,65.0,132.3,0.5601336481481481,1,Hanna2007,0.3508502135227255
27.0,27.0,149.6,0.5606247393048128,0,Hanna2007,0.667283734690245
30.0,20.0,165.1,0.5568027086614173,0,Hanna2007,1.5837149023074404
35.0,49.0,183.1,0.5494012075368652,0,Hanna2007,1.8978055246692438
24.0,45.0,233.7,0.5174019525032093,0,Hanna2007,2.276788658202638
3.0,65.0,14.8,0.6270434932432433,1,Hanna2007,0.13987485104523886
8.0,61.0,41.6,0.7305303125000001,1,Hanna2007,0.0598389773715462
9.0,75.0,63.4,0.7237281876971611,0,Hanna2007,0.03249762469120895
25.0,45.0,83.0,0.7064216641566265,1,Hanna2007,0.6438923823732507
21.0,44.0,97.7,0.6929611811668372,1,Hanna2007,0.45802754162405784
24.0,51.0,113.4,0.6782106018518519,0,Hanna2007,0.8141225809964685
27.0,58.0,131.4,0.6609156617199392,0,Hanna2007,1.3804654204401792
17.0,77.0,146.3,0.6464975174299386,0,Hanna2007,1.4334786617929847
38.0,29.0,164.4,0.6279692779805354,0,Hanna2007,1.7870447165962307
13.0,72.0,180.1,0.61157088478623,0,Hanna2007,1.7514446128748118
13.0,76.0,197.7,0.5933935318664644,0,Hanna2007,1.954816377256863
11.0,82.0,213.3,0.5768314899203,0,Hanna2007,2.132899677455492
27.0,36.0,20.4,0.42766100000000007,0,Hanna2007,1.14247893434533
14.0,69.0,46.7,0.6182132323340471,1,Hanna2007,0.18773222985231933
16.0,22.0,66.2,0.656479410120846,1,Hanna2007,0.32144544436492806
19.0,70.0,82.2,0.6573676472019465,1,Hanna2007,0.3777650935722777
28.0,71.0,100.5,0.6510868000000001,0,Hanna2007,1.2068383456364618
21.0,71.0,116.6,0.6418818066037737,1,Hanna2007,0.7924721265426801
18.0,74.0,150.6,0.6178339601593626,0,Hanna2007,1.4675585776555853
23.0,40.0,167.8,0.6043416370679381,0,Hanna2007,0.47399929537458335
37.0,35.0,183.5,0.5903581040871935,0,Hanna2007,1.9299479164405113
16.0,67.0,202.0,0.573492486881188,0,Hanna2007,2.0013159194188233
17.0,67.0,217.2,0.5593359889502764,0,Hanna2007,2.1809887511659003
1.5048326754489283,75.0,62.76256,0.050179593749999994,1,Hwang2021,
7.524163377244641,33.0,62.76256,0.15723093749999995,1,Hwang2021,0.07151542360028633
1.5048326754489283,26.0,62.76256,0.03193246875,1,Hwang2021,
7.524163377244641,65.0,62.76256,0.130473890625,1,Hwang2021,
3.4726907894975265,24.0,62.76256,0.0763693125,1,Hwang2021,0.0028632463802162594
2.142298647330311,0.6,20.593965,2.109714285714286,1,Hwang2021,0.10671898753108766
8.095800391599594,0.6,72.56921,5.667437837837839,1,Hwang2021,0.2607584659948609
2.0562910517983903,0.6,17.65197,3.3511111111111114,1,Hwang2021,0.09801478671807541
2.0562910517983903,0.6,17.65197,3.7844444444444445,1,Hwang2021,0.09801478671311069
2.9702584181085103,36.0,74.53053999999999,0.03497615789473685,1,Hwang2021,
5.170449838929629,53.0,74.53053999999999,0.052464236842105265,1,Hwang2021,
8.470736970161306,52.0,74.53053999999999,0.07775778947368421,1,Hwang2021,0.004748915376444091
9.570832680571865,60.0,74.53053999999999,0.08672984210526317,1,Hwang2021,0.020622853098249943
2.9702584181085103,7.0,74.53053999999999,0.03335355263157896,1,Hwang2021,0.11797619236578709
4.07035412851907,21.0,74.53053999999999,0.04218243421052633,1,Hwang2021,0.025730773609163527
4.07035412851907,30.0,74.53053999999999,0.04386336842105263,1,Hwang2021,
2.9702584181085103,9.0,74.53053999999999,0.033947447368421056,1,Hwang2021,0.09700556709003993
6.270545549340189,33.0,74.53053999999999,0.06686618421052633,1,Hwang2021,0.021932390150992066
8.470736970161306,42.0,74.53053999999999,0.08744039473684212,1,Hwang2021,0.05594323805693374
5.170449838929629,54.0,74.53053999999999,0.05297328947368423,1,Hwang2021,
2.9702584181085103,5.0,74.53053999999999,0.028475131578947377,1,Hwang2021,0.13970506020187315
2.9702584181085103,46.0,74.53053999999999,0.06279376315789474,1,Hwang2021,
2.9702584181085103,12.0,74.53053999999999,0.032372565789473694,1,Hwang2021,0.06814977113123055
9.570832680571865,4.0,74.53053999999999,0.0834846315789474,1,Hwang2021,0.24980907272740283
3.080267989149566,80.0,74.53053999999999,0.049080986842105274,1,Hwang2021,
4.180363699560125,24.0,74.53053999999999,0.06334100328947369,1,Hwang2021,0.008539971076488207
8.580746541202362,25.0,74.53053999999999,0.10015879934210527,1,Hwang2021,0.13468882309433677
1.9801722787390068,68.0,74.53053999999999,0.04517200657894738,1,Hwang2021,
5.2804594099706845,79.0,74.53053999999999,0.0849038980263158,1,Hwang2021,
1.9801722787390068,65.0,74.53053999999999,0.03969661184210527,1,Hwang2021,
9.680842251612923,31.0,74.53053999999999,0.13053453947368426,1,Hwang2021,0.14549461883332107
4.180363699560125,69.0,74.53053999999999,0.06396192434210528,1,Hwang2021,
5.2804594099706845,76.0,74.53053999999999,0.0770153782894737,1,Hwang2021,
1.9801722787390068,73.0,74.53053999999999,0.040430427631578954,1,Hwang2021,
8.030698685997082,28.0,74.53053999999999,0.1534365625,1,Hwang2021,0.10482810522217148
5.830507265175964,16.0,74.53053999999999,0.23837210526315797,1,Hwang2021,0.10785810077007528
9.130794396407643,38.0,74.53053999999999,0.3599289473684211,1,Hwang2021,0.09933338996697692
3.52030627331379,83.0,74.53053999999999,0.17701894736842108,1,Hwang2021,
4.730411554765404,11.0,74.53053999999999,0.23535473684210528,1,Hwang2021,0.11850722971097133
21.231847210923796,0.0,74.53053999999999,0.8270103947368423,1,Hwang2021,0.3225300373412254
3.080267989149566,29.0,74.53053999999999,0.11063684210526316,1,Hwang2021,
4.730411554765404,13.0,74.53053999999999,0.16017197368421057,1,Hwang2021,0.1023417326961833
6.380555120381244,34.0,74.53053999999999,0.23422322368421053,1,Hwang2021,0.0203409130805126
9.680842251612923,41.0,74.53053999999999,0.3329342763157895,1,Hwang2021,0.10799981196056642
1.9801722787390068,23.0,74.53053999999999,0.10977473684210529,1,Hwang2021,
1.9801722787390068,0.0,74.53053999999999,0.10115368421052634,1,Hwang2021,0.19345195847478178
3.080267989149566,18.0,74.53053999999999,0.14285802631578948,1,Hwang2021,0.020309599415972563
4.730411554765404,29.0,74.53053999999999,0.18556815789473688,1,Hwang2021,
8.030698685997082,16.0,74.53053999999999,0.3054187500000001,1,Hwang2021,0.16183358970011824
1.9801722787390068,77.0,74.53053999999999,0.10977473684210529,1,Hwang2021,
6.380555120381244,23.0,74.53053999999999,0.22227947368421058,1,Hwang2021,0.08017452860208926
3.080267989149566,30.0,74.53053999999999,0.17770144736842106,1,Hwang2021,
2.0901818497800626,56.0,74.53053999999999,0.11149894736842107,1,Hwang2021,
7.480650830791803,17.0,74.53053999999999,0.26337315789473686,1,Hwang2021,0.14332249423057228
3.6303158443548456,80.0,74.53053999999999,0.19210578947368423,1,Hwang2021,
12.981129382844601,18.0,74.53053999999999,0.39123414473684226,1,Hwang2021,0.26091524412548206
14.63127294846044,18.0,74.53053999999999,0.49140000000000006,1,Hwang2021,0.2952994352224187
9.680842251612923,0.0,74.53053999999999,0.24376026315789479,1,Hwang2021,0.2726018869204521
6.380555120381244,0.0,74.53053999999999,0.6654802631578949,1,Hwang2021,0.24758647054449306
8.030698685997082,59.0,74.53053999999999,2.009526315789474,1,Hwang2021,
5.390468981011741,41.0,74.53053999999999,1.6971842105263162,1,Hwang2021,
3.080267989149566,34.0,74.53053999999999,1.4554013157894738,1,Hwang2021,
2.2001914208211186,34.0,74.53053999999999,1.4390657894736845,1,Hwang2021,
4.730411554765404,61.0,74.53053999999999,1.6275657894736846,1,Hwang2021,
16.28141651407628,55.0,74.53053999999999,1.3082105263157897,1,Hwang2021,0.32127722358311145
12.981129382844601,41.0,74.53053999999999,0.9072631578947369,1,Hwang2021,0.24807113350916005
21.231847210923796,17.0,74.53053999999999,1.6746907894736844,1,Hwang2021,0.4216301035799234
1.9801722787390068,27.0,74.53053999999999,0.28600000000000003,1,Hwang2021,
16.28141651407628,49.0,74.53053999999999,1.2483421052631583,1,Hwang2021,0.34530935394526174
3.9603445574780136,63.0,74.53053999999999,0.17548563157894737,1,Hwang2021,
5.610488123093852,22.0,74.53053999999999,0.22373136842105265,1,Hwang2021,0.06358416853755246
2.5302201339442862,63.0,74.53053999999999,0.14107668421052633,1,Hwang2021,
4.620401983724349,26.0,74.53053999999999,0.1740946315789474,1,Hwang2021,0.008967755294413031
4.620401983724349,25.0,74.53053999999999,0.18033582894736844,1,Hwang2021,0.015291284189255532
4.730411554765404,57.0,74.53053999999999,0.1963140263157895,1,Hwang2021,
8.030698685997082,17.0,74.53053999999999,0.30968052631578946,1,Hwang2021,0.1567721628676884
3.300287131231678,61.0,74.53053999999999,0.17204473684210528,1,Hwang2021,
2.7502392760263983,42.0,74.53053999999999,0.15784189473684215,1,Hwang2021,
5.0604402678885725,28.0,74.53053999999999,0.18844389473684212,1,Hwang2021,0.010446390877564144
5.2804594099706845,20.0,74.53053999999999,0.2754729078947369,1,Hwang2021,0.06681572066659032
6.270545549340189,18.0,74.53053999999999,0.3145124210526316,1,Hwang2021,0.10650300264706573
13.971215522214102,44.0,74.53053999999999,0.5072391315789475,1,Hwang2021,0.28504072212865267
5.610488123093852,82.0,74.53053999999999,0.350550302631579,1,Hwang2021,
3.6303158443548456,97.0,74.53053999999999,0.18284328947368428,1,Hwang2021,1.3649438645071297
5.2804594099706845,14.0,74.53053999999999,0.2115784210526316,1,Hwang2021,0.10809424884359173
2.9702584181085103,14.0,74.53053999999999,0.12376239473684213,1,Hwang2021,0.05032301154325799
6.270545549340189,15.0,74.53053999999999,0.22534200000000004,1,Hwang2021,0.1254062862167638
2.9702584181085103,22.0,74.53053999999999,0.09993236842105264,1,Hwang2021,
7.920689114956027,21.0,74.53053999999999,0.37595435526315796,1,Hwang2021,0.13428494009784095
2.9702584181085103,24.0,74.53053999999999,0.17268532894736843,1,Hwang2021,
8.470736970161306,55.0,74.53053999999999,0.28815663157894744,1,Hwang2021,
