Location,"Lat,Long",Borehole ,Depth(ft),Depth-Z(m),GWT(m),N-06,N-12,N-18,N -Value,σv,σv',CE,CB,CS,CR,CN,(N1)60,Soil Type ,Soil USCS,FC,FCI,rd,CSR7.5,CRR,Rp,a(max),g,Mw,MSF,FS,Liquefaction,SL,γ,γw
"Syed Mesbah Uddin, Purboghasitula, 03.01.2022(03)",,03,15.0,4.572,0.3048,8.0,11.0,18.0,29.0,84.58200000000001,42.72076800000001,0.6,1.0,1.0,0.85,1.2862010270127577,19.0,Brown hard clay,CL,70.0,3.0,0.93142,0.43151938998287664,0.37666932739221104,,3.5316,9.81,7.5,0.9996389409159898,0.872575685474596,Liquefiable,,18.5,9.81
"Syed Mesbah Uddin, Purboghasitula, 03.01.2022(03)",,03,20.0,6.096,0.3048,10.0,15.0,20.0,35.0,112.776,55.964327999999995,0.6,1.0,1.0,0.95,1.1959014008416922,24.0,Grey soft clay,CL,70.0,3.0,0.90856,0.42842505745874404,0.8485323917368318,,3.5316,9.81,7.5,0.9996389409159898,1.9798702401770696,Not liquefiable,,18.5,9.81
"Syed Mesbah Uddin, Purboghasitula, 03.01.2022(03)",,03,25.0,7.62,0.3048,16.0,20.0,30.0,50.0,140.97,69.207888,0.6,1.0,1.0,0.95,1.1248732875982839,32.0,Grey soft clay,CL,70.0,3.0,0.8857,0.4221566215978156,15.359203900670904,,3.5316,9.81,7.5,0.9996389409159898,36.369578339118604,Not liquefiable,,18.5,9.81
"Syed Mesbah Uddin, Purboghasitula, 03.01.2022(03)",,03,30.0,9.144,0.3048,20.0,24.0,26.0,50.0,178.308,91.59544799999999,0.6,1.0,1.0,0.95,1.0311502004670965,29.0,Grey hard clay,CL,70.0,3.0,0.86284,0.39304571428571433,4.510837051955384,,3.5316,9.81,7.5,0.9996389409159898,11.472478160602547,Not liquefiable,,19.5,9.81
"Syed Mesbah Uddin, Purboghasitula, 03.01.2022(03)",,03,35.0,10.668000000000001,0.3048,22.0,30.0,20.0,50.0,208.026,106.363008,0.6,1.0,1.0,1.0,0.9811643262665808,29.0,Grey hard clay,CL,70.0,3.0,0.83998,0.3844251659215956,4.5969230467681585,,3.5316,9.81,7.5,0.9996389409159898,11.953596416944363,Not liquefiable,,19.5,9.81
"Syed Mesbah Uddin, Purboghasitula, 03.01.2022(03)",,02,5.0,1.524,0.6096,1.0,1.0,1.0,2.0,28.194000000000003,19.223736000000002,0.6,1.0,1.0,0.75,1.5532379955423858,1.0,Grey soft clay,CL,70.0,3.0,0.97714,0.3353447804027271,0.09618466075485112,,3.5316,9.81,7.5,0.9996389409159898,0.28671963313063464,Liquefiable,,18.5,9.81
"Syed Mesbah Uddin, Purboghasitula, 03.01.2022(03)",,02,10.0,3.048,0.6096,2.0,1.0,1.0,2.0,56.388000000000005,32.467296000000005,0.6,1.0,1.0,0.75,1.3779795839267261,1.0,Grey soft clay,CL,70.0,3.0,0.95428,0.38782182876455124,0.09501569253362778,,3.5316,9.81,7.5,0.9996389409159898,0.24490985089026207,Liquefiable,,18.5,9.81
"Syed Mesbah Uddin, Purboghasitula, 03.01.2022(03)",,02,15.0,4.572,0.6096,6.0,11.0,14.0,25.0,84.58200000000001,45.71085600000001,0.6,1.0,1.0,0.85,1.2635781939736075,16.0,Brown hard clay,CL,70.0,3.0,0.93142,0.403292376475295,0.2750454659085279,,3.5316,9.81,7.5,0.9996389409159898,0.6817539191975988,Liquefiable,,18.5,9.81
"Syed Mesbah Uddin, Purboghasitula, 03.01.2022(03)",,02,20.0,6.096,0.6096,12.0,20.0,30.0,50.0,112.776,58.954415999999995,0.6,1.0,1.0,0.95,1.1784955136129942,34.0,Grey soft clay,CL,70.0,3.0,0.90856,0.40669591976010755,36.20446341175839,,3.5316,9.81,7.5,0.9996389409159898,88.9888235975163,Not liquefiable,,18.5,9.81
"Syed Mesbah Uddin, Purboghasitula, 03.01.2022(03)",,02,25.0,7.62,0.6096,14.0,28.0,22.0,50.0,140.97,72.197976,0.6,1.0,1.0,0.95,1.1107288291690884,32.0,Grey soft clay,CL,70.0,3.0,0.8857,0.4046729535188078,12.497688145277042,,3.5316,9.81,7.5,0.9996389409159898,30.872277558481372,Not liquefiable,,18.5,9.81
"Syed Mesbah Uddin, Purboghasitula, 03.01.2022(03)",,02,30.0,9.144,0.6096,16.0,24.0,26.0,50.0,169.16400000000002,85.44153600000001,0.6,1.0,1.0,0.95,1.0544079303514922,30.0,Grey soft clay,CL,70.0,3.0,0.86284,0.3997468279109589,5.934474066139242,,3.5316,9.81,7.5,0.9996389409159898,14.84022125046163,Not liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,01,5.0,1.524,0.3048,1.0,2.0,1.0,3.0,27.432000000000002,15.471648,0.6,1.0,1.0,0.75,1.6258499330717884,2.0,Brown sandy clay,,,,0.97714,0.4054091489361702,0.07102106391451078,,3.5316,9.81,7.5,0.9996389409159898,0.1751204216790043,Liquefiable,,18.0,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,01,10.0,3.048,0.3048,1.0,7.0,5.0,12.0,59.43599999999999,32.52520799999999,0.6,1.0,1.0,0.75,1.3773836330800513,7.0,Grey sandy clay,CL,70.0,3.0,0.95428,0.40805731796457695,0.14730298392137026,,3.5316,9.81,7.5,0.9996389409159898,0.36085567482386444,Liquefiable,,19.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,01,15.0,4.572,0.3048,1.0,2.0,3.0,5.0,84.58200000000001,42.72076800000001,0.6,1.0,1.0,0.85,1.2862010270127577,3.0,Grey soft clay,CL,70.0,3.0,0.93142,0.43151938998287664,0.1107818322762324,,3.5316,9.81,7.5,0.9996389409159898,0.256632346216795,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,01,20.0,6.096,0.3048,20.0,30.0,20.0,50.0,106.68,49.868328000000005,0.6,1.0,1.0,0.95,1.2344679950332862,35.0,Grey fine sand,SM,18.0,2.0,0.90856,0.4548075545504553,5.321244250264631,,3.5316,9.81,7.5,0.9996389409159898,11.695766513701836,Not liquefiable,,17.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,01,25.0,7.62,0.3048,5.0,3.0,3.0,6.0,140.97,69.207888,0.6,1.0,1.0,0.95,1.1248732875982839,4.0,Grey soft clay,CL,70.0,3.0,0.8857,0.4221566215978156,0.115409796075365,,3.5316,9.81,7.5,0.9996389409159898,0.27328275909413136,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,01,30.0,9.144,0.3048,1.0,1.0,1.0,2.0,169.16400000000002,82.45144800000001,0.6,1.0,1.0,0.95,1.0663204156233272,1.0,Grey soft clay,CL,70.0,3.0,0.86284,0.4142435799046246,0.09483434140306146,,3.5316,9.81,7.5,0.9996389409159898,0.228851104039919,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,01,35.0,10.668000000000001,0.3048,3.0,5.0,5.0,10.0,197.35800000000003,95.69500800000002,0.6,1.0,1.0,1.0,1.0165083486905695,6.0,Brown sandy clay,CL,70.0,3.0,0.83998,0.40536874028538666,0.13484088287061735,,3.5316,9.81,7.5,0.9996389409159898,0.3325174932089359,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,01,40.0,12.192,0.3048,4.0,5.0,12.0,17.0,225.552,108.93856799999999,0.6,1.0,1.0,1.0,0.9731632167952867,10.0,Yellow fine sand,CL,70.0,3.0,0.8171200000000001,0.395882877367729,0.17307304641969434,,3.5316,9.81,7.5,0.9996389409159898,0.43702460175710145,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,01,45.0,13.716000000000001,0.3048,5.0,13.0,20.0,33.0,253.746,122.182128,0.6,1.0,1.0,1.0,0.934797179361487,19.0,Grey soft clay,CL,70.0,3.0,0.79426,0.38598468118545126,0.35374001409774775,,3.5316,9.81,7.5,0.9996389409159898,0.9161303810458279,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,01,50.0,15.24,0.3048,14.0,23.0,27.0,50.0,281.94,135.42568799999998,0.6,1.0,1.0,1.0,0.9003832876984287,27.0,Grey soft clay,CL,70.0,3.0,0.7714,0.3757951205239585,1.94407337081388,,3.5316,9.81,7.5,0.9996389409159898,5.171358911615957,Not liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,03,5.0,1.524,0.9144000000000001,1.0,2.0,2.0,4.0,28.194000000000003,22.213824000000002,0.6,1.0,1.0,0.75,1.5048931351542367,3.0,Grey soft clay,CL,70.0,3.0,0.97714,0.29020575329308457,0.1062286820602649,,3.5316,9.81,7.5,0.9996389409159898,0.3659139283926631,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,03,10.0,3.048,0.9144000000000001,1.0,1.0,2.0,3.0,56.388000000000005,35.457384000000005,0.6,1.0,1.0,0.75,1.3485189447754236,2.0,Grey soft clay,CL,70.0,3.0,0.95428,0.35511717699647555,0.0993590166258066,,3.5316,9.81,7.5,0.9996389409159898,0.27969117965606405,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,03,15.0,4.572,0.9144000000000001,5.0,3.0,2.0,5.0,84.582,48.70094399999999,0.6,1.0,1.0,0.85,1.2423893144538518,3.0,Grey soft clay,CL,70.0,3.0,0.93142,0.37853146639128804,0.10988264226999817,,3.5316,9.81,7.5,0.9996389409159898,0.2901818683424507,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,03,20.0,6.096,0.9144000000000001,1.0,1.0,1.0,2.0,112.77599999999998,61.94450399999998,0.6,1.0,1.0,0.95,1.1619509561948005,1.0,Grey soft clay,CL,70.0,3.0,0.90856,0.38706453181124845,0.09564041860966072,,3.5316,9.81,7.5,0.9996389409159898,0.24700244768059826,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,03,25.0,7.62,0.9144000000000001,4.0,6.0,6.0,12.0,140.97,75.188064,0.6,1.0,1.0,0.95,1.0971584417964564,8.0,Grey stiff clay,CL,70.0,3.0,0.8857,0.3885798706826658,0.14794501134473623,,3.5316,9.81,7.5,0.9996389409159898,0.3805950992639865,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,03,30.0,9.144,0.9144000000000001,4.0,4.0,6.0,10.0,169.16400000000002,88.43162400000001,0.6,1.0,1.0,0.95,1.0429052441401194,6.0,Grey soft clay,CL,70.0,3.0,0.86284,0.3862304167097508,0.1334504966769735,,3.5316,9.81,7.5,0.9996389409159898,0.34539566898775204,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,03,35.0,10.668000000000001,0.9144000000000001,4.0,5.0,10.0,15.0,197.35800000000003,101.67518400000002,0.6,1.0,1.0,1.0,0.9962375720610173,9.0,Grey soft clay,CL,70.0,3.0,0.83998,0.38152637957911145,0.16263449075619651,,3.5316,9.81,7.5,0.9996389409159898,0.42611934271827906,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,03,40.0,12.192,0.9144000000000001,6.0,10.0,12.0,22.0,225.552,114.91874399999999,0.6,1.0,1.0,1.0,0.9552921261907076,13.0,Grey soft clay,CL,70.0,3.0,0.8171200000000001,0.37528180569185476,0.20746539509499765,,3.5316,9.81,7.5,0.9996389409159898,0.5526260124632045,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,03,45.0,13.716000000000001,0.9144000000000001,8.0,14.0,16.0,30.0,253.746,128.162304,0.6,1.0,1.0,1.0,0.9188176608786178,17.0,Brown fine sand,CL,70.0,3.0,0.79426,0.367974265839041,0.28642413551962,,3.5316,9.81,7.5,0.9996389409159898,0.778099845734465,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,03,50.0,15.24,0.9144000000000001,17.0,22.0,28.0,50.0,281.94,141.40586399999998,0.6,1.0,1.0,1.0,0.8859331834801508,27.0,Grey soft clay,CL,70.0,3.0,0.7714,0.359902420623801,1.7039492358022859,,3.5316,9.81,7.5,0.9996389409159898,4.732766193958081,Not liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,02,5.0,1.524,0.3048,2.0,3.0,4.0,7.0,27.432000000000002,15.471648,0.6,1.0,1.0,0.75,1.6258499330717884,5.0,Brown loose sand,,,,0.97714,0.4054091489361702,0.08683956625429765,,3.5316,9.81,7.5,0.9996389409159898,0.21412494579326224,Liquefiable,,18.0,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,02,10.0,3.048,0.3048,1.0,5.0,4.0,9.0,56.388,29.477207999999997,0.6,1.0,1.0,0.75,1.4102886102742598,6.0,Grey soft clay,CL,70.0,3.0,0.95428,0.4271614228104643,0.13137153303706098,,3.5316,9.81,7.5,0.9996389409159898,0.307434363542579,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,02,15.0,4.572,0.3048,1.0,1.0,1.0,2.0,84.58200000000001,42.72076800000001,0.6,1.0,1.0,0.85,1.2862010270127577,1.0,Grey soft clay,CL,70.0,3.0,0.93142,0.43151938998287664,0.09554630820134025,,3.5316,9.81,7.5,0.9996389409159898,0.2213383976618306,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,02,20.0,6.096,0.3048,1.0,1.0,1.0,2.0,112.776,55.964327999999995,0.6,1.0,1.0,0.95,1.1959014008416922,1.0,Grey soft clay,CL,70.0,3.0,0.90856,0.42842505745874404,0.0959275916676722,,3.5316,9.81,7.5,0.9996389409159898,0.22382667509714357,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,02,25.0,7.62,0.3048,1.0,2.0,3.0,5.0,140.97,69.207888,0.6,1.0,1.0,0.95,1.1248732875982839,3.0,Grey soft clay,CL,70.0,3.0,0.8857,0.4221566215978156,0.11018639559938614,,3.5316,9.81,7.5,0.9996389409159898,0.2609140924603481,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,02,30.0,9.144,0.3048,1.0,1.0,2.0,3.0,169.16400000000002,82.45144800000001,0.6,1.0,1.0,0.95,1.0663204156233272,2.0,Grey soft clay,CL,70.0,3.0,0.86284,0.4142435799046246,0.0993810680223883,,3.5316,9.81,7.5,0.9996389409159898,0.2398231147188169,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,02,35.0,10.668000000000001,0.3048,5.0,7.0,10.0,17.0,197.35800000000003,95.69500800000002,0.6,1.0,1.0,1.0,1.0165083486905695,10.0,Brown fine sand,CL,70.0,3.0,0.83998,0.40536874028538666,0.1781462143739617,,3.5316,9.81,7.5,0.9996389409159898,0.439308400888552,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,02,40.0,12.192,0.3048,5.0,10.0,15.0,25.0,225.552,108.93856799999999,0.6,1.0,1.0,1.0,0.9731632167952867,15.0,Grey soft clay,CL,70.0,3.0,0.8171200000000001,0.395882877367729,0.2412143181779005,,3.5316,9.81,7.5,0.9996389409159898,0.6090872814717623,Liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,02,45.0,13.716000000000001,0.3048,10.0,16.0,22.0,38.0,253.746,122.182128,0.6,1.0,1.0,1.0,0.934797179361487,21.0,Grey soft clay,CL,70.0,3.0,0.79426,0.38598468118545126,0.5233625533331037,,3.5316,9.81,7.5,0.9996389409159898,1.355425782500489,Not liquefiable,,18.5,9.81
"Atika Afroz Chowdhury, Sreemongal, 08.01.2022(03)",,02,50.0,15.24,0.3048,14.0,24.0,26.0,50.0,281.94,135.42568799999998,0.6,1.0,1.0,1.0,0.9003832876984287,27.0,Grey soft clay,CL,70.0,3.0,0.7714,0.3757951205239585,1.94407337081388,,3.5316,9.81,7.5,0.9996389409159898,5.171358911615957,Not liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,03,5.0,1.524,1.5,1.0,1.0,1.0,2.0,28.194,27.95856,0.6,1.0,1.0,0.75,1.4279767011233682,1.0,Grey soft clay,CL,70.0,3.0,0.97714,0.2305762359520662,0.09534828295091444,,3.5316,9.81,7.5,0.9996389409159898,0.413372419727698,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,03,10.0,3.048,1.5,1.0,1.0,1.0,2.0,56.388000000000005,41.20212000000001,0.6,1.0,1.0,0.75,1.2983050334207735,1.0,Grey soft clay,CL,70.0,3.0,0.95428,0.30560384052471085,0.09448715498371583,,3.5316,9.81,7.5,0.9996389409159898,0.30907019812288417,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,03,15.0,4.572,1.5,1.0,1.0,1.0,2.0,84.582,54.445679999999996,0.6,1.0,1.0,0.85,1.2051012584078398,1.0,Grey soft clay,CL,70.0,3.0,0.93142,0.33859141344106636,0.09493465607350958,,3.5316,9.81,7.5,0.9996389409159898,0.28027993412202923,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,03,20.0,6.096,1.5,1.0,1.0,2.0,3.0,112.776,67.68923999999998,0.6,1.0,1.0,0.95,1.1322929754312483,2.0,Grey soft clay,CL,70.0,3.0,0.90856,0.35421464975880956,0.10023894539364174,,3.5316,9.81,7.5,0.9996389409159898,0.28288709481684465,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,03,25.0,7.62,1.5,1.0,2.0,3.0,5.0,140.97,80.93279999999999,0.6,1.0,1.0,0.95,1.0725371810210576,3.0,Grey soft clay,CL,70.0,3.0,0.8857,0.36099786719352356,0.10899036514953145,,3.5316,9.81,7.5,0.9996389409159898,0.30180514371216,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,03,30.0,9.144,1.5,2.0,3.0,4.0,7.0,169.16400000000002,94.17636000000002,0.6,1.0,1.0,0.95,1.021857833227412,4.0,Grey soft clay,CL,70.0,3.0,0.86284,0.3626704513514856,0.11731718930768215,,3.5316,9.81,7.5,0.9996389409159898,0.32336472528641164,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,03,35.0,10.668000000000001,1.5,3.0,4.0,9.0,13.0,197.35800000000003,107.41992000000002,0.6,1.0,1.0,1.0,0.9778577817171326,8.0,Grey stiff clay,CL,70.0,3.0,0.83998,0.361122637631456,0.14913228507563037,,3.5316,9.81,7.5,0.9996389409159898,0.41281942468953364,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,03,40.0,12.192,1.5,7.0,10.0,15.0,25.0,237.744,132.85548,0.6,1.0,1.0,1.0,0.9067909025899521,14.0,Grey silty clay,CL,70.0,3.0,0.8171200000000001,0.3421620115596286,0.2231166977796285,,3.5316,9.81,7.5,0.9996389409159898,0.6518436645040365,Liquefiable,,19.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,03,45.0,13.716000000000001,1.5,10.0,16.0,22.0,38.0,267.462,147.62303999999997,0.6,1.0,1.0,1.0,0.8715444053917716,20.0,Grey silty clay,CL,70.0,3.0,0.79426,0.33673363006262436,0.42127140485668463,,3.5316,9.81,7.5,0.9996389409159898,1.250600662935892,Not liquefiable,,19.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,03,50.0,15.24,1.5,16.0,18.0,24.0,42.0,297.18,162.3906,0.6,1.0,1.0,1.0,0.8396612141002864,21.0,Grey silty clay,CL,70.0,3.0,0.7714,0.33033469035769303,0.5104839393862702,,3.5316,9.81,7.5,0.9996389409159898,1.544795746308542,Not liquefiable,,19.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,02,5.0,1.524,1.5,1.0,1.0,1.0,2.0,28.194,27.95856,0.6,1.0,1.0,0.75,1.4279767011233682,1.0,Grey soft clay,CL,70.0,3.0,0.97714,0.2305762359520662,0.09534828295091444,,3.5316,9.81,7.5,0.9996389409159898,0.413372419727698,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,02,10.0,3.048,1.5,1.0,1.0,1.0,2.0,56.388000000000005,41.20212000000001,0.6,1.0,1.0,0.75,1.2983050334207735,1.0,Grey soft clay,CL,70.0,3.0,0.95428,0.30560384052471085,0.09448715498371583,,3.5316,9.81,7.5,0.9996389409159898,0.30907019812288417,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,02,15.0,4.572,1.5,1.0,1.0,1.0,2.0,84.582,54.445679999999996,0.6,1.0,1.0,0.85,1.2051012584078398,1.0,Grey soft clay,CL,70.0,3.0,0.93142,0.33859141344106636,0.09493465607350958,,3.5316,9.81,7.5,0.9996389409159898,0.28027993412202923,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,02,20.0,6.096,1.5,1.0,1.0,1.0,2.0,112.776,67.68923999999998,0.6,1.0,1.0,0.95,1.1322929754312483,1.0,Grey soft clay,CL,70.0,3.0,0.90856,0.35421464975880956,0.09538998286920397,,3.5316,9.81,7.5,0.9996389409159898,0.26920270382462885,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,02,25.0,7.62,1.5,1.0,2.0,4.0,6.0,140.97,80.93279999999999,0.6,1.0,1.0,0.95,1.0725371810210576,4.0,Grey soft clay,CL,70.0,3.0,0.8857,0.36099786719352356,0.11393825565911238,,3.5316,9.81,7.5,0.9996389409159898,0.3155063438528086,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,02,30.0,9.144,1.5,3.0,4.0,5.0,9.0,169.16400000000002,94.17636000000002,0.6,1.0,1.0,0.95,1.021857833227412,5.0,Grey soft clay,CL,70.0,3.0,0.86284,0.3626704513514856,0.1272401235631787,,3.5316,9.81,7.5,0.9996389409159898,0.35071559286599874,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,02,35.0,10.668000000000001,1.5,3.0,4.0,4.0,8.0,197.35800000000003,107.41992000000002,0.6,1.0,1.0,1.0,0.9778577817171326,5.0,Grey soft clay,CL,70.0,3.0,0.83998,0.361122637631456,0.12251206531250637,,3.5316,9.81,7.5,0.9996389409159898,0.33913086153133687,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,02,40.0,12.192,1.5,4.0,6.0,8.0,14.0,225.552,120.66347999999998,0.6,1.0,1.0,1.0,0.938979694895792,8.0,Grey stiff clay,CL,70.0,3.0,0.8171200000000001,0.35741480153033883,0.15167462294214265,,3.5316,9.81,7.5,0.9996389409159898,0.42421259218288265,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,02,45.0,13.716000000000001,1.5,6.0,14.0,20.0,34.0,267.462,147.62303999999997,0.6,1.0,1.0,1.0,0.8715444053917716,18.0,Grey silty clay,CL,70.0,3.0,0.79426,0.33673363006262436,0.3254685334746324,,3.5316,9.81,7.5,0.9996389409159898,0.966196990908079,Liquefiable,,19.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,02,50.0,15.24,1.5,8.0,20.0,25.0,45.0,297.18,162.3906,0.6,1.0,1.0,1.0,0.8396612141002864,23.0,Grey silty clay,CL,70.0,3.0,0.7714,0.33033469035769303,0.6653752508402205,,3.5316,9.81,7.5,0.9996389409159898,2.0135185025266575,Not liquefiable,,19.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,01,5.0,1.524,1.5,1.0,0.0,1.0,1.0,28.194,27.95856,0.6,1.0,1.0,0.75,1.4279767011233682,1.0,Grey soft clay,CL,70.0,3.0,0.97714,0.2305762359520662,0.09066699519014688,,3.5316,9.81,7.5,0.9996389409159898,0.39307719060326435,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,01,10.0,3.048,1.5,1.0,1.0,1.0,2.0,56.388000000000005,41.20212000000001,0.6,1.0,1.0,0.75,1.2983050334207735,1.0,Grey soft clay,CL,70.0,3.0,0.95428,0.30560384052471085,0.09448715498371583,,3.5316,9.81,7.5,0.9996389409159898,0.30907019812288417,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,01,15.0,4.572,1.5,1.0,1.0,1.0,2.0,84.582,54.445679999999996,0.6,1.0,1.0,0.85,1.2051012584078398,1.0,Grey soft clay,CL,70.0,3.0,0.93142,0.33859141344106636,0.09493465607350958,,3.5316,9.81,7.5,0.9996389409159898,0.28027993412202923,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,01,20.0,6.096,1.5,1.0,1.0,1.0,2.0,112.776,67.68923999999998,0.6,1.0,1.0,0.95,1.1322929754312483,1.0,Grey soft clay,CL,70.0,3.0,0.90856,0.35421464975880956,0.09538998286920397,,3.5316,9.81,7.5,0.9996389409159898,0.26920270382462885,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,01,25.0,7.62,1.5,2.0,2.0,3.0,5.0,140.97,80.93279999999999,0.6,1.0,1.0,0.95,1.0725371810210576,3.0,Grey soft clay,CL,70.0,3.0,0.8857,0.36099786719352356,0.10899036514953145,,3.5316,9.81,7.5,0.9996389409159898,0.30180514371216,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,01,30.0,9.144,1.5,2.0,4.0,4.0,8.0,169.16400000000002,94.17636000000002,0.6,1.0,1.0,0.95,1.021857833227412,5.0,Grey soft clay,CL,70.0,3.0,0.86284,0.3626704513514856,0.12222190422409421,,3.5316,9.81,7.5,0.9996389409159898,0.3368837313324412,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,01,35.0,10.668000000000001,1.5,3.0,3.0,4.0,7.0,197.35800000000003,107.41992000000002,0.6,1.0,1.0,1.0,0.9778577817171326,4.0,Grey soft clay,CL,70.0,3.0,0.83998,0.361122637631456,0.11756534034013787,,3.5316,9.81,7.5,0.9996389409159898,0.32543762162587375,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,01,40.0,12.192,1.5,3.0,4.0,6.0,10.0,225.552,120.66347999999998,0.6,1.0,1.0,1.0,0.938979694895792,6.0,Grey soft clay,CL,70.0,3.0,0.8171200000000001,0.35741480153033883,0.13068158122735887,,3.5316,9.81,7.5,0.9996389409159898,0.3654980065067483,Liquefiable,,18.5,9.81
"Ashit Debnath, Gowalabazar, 28.06.2022(03)",,01,45.0,13.716000000000001,1.5,6.0,10.0,26.0,36.0,267.462,147.62303999999997,0.6,1.0,1.0,1.0,0.8715444053917716,19.0,Grey silty clay,CL,70.0,3.0,0.79426,0.33673363006262436,0.36752861561628686,,3.5316,9.81,7.5,0.9996389409159898,1.0910579855141231,Not liquefiable,,19.5,9.81
